5393,2008-02-06,Double Jeopardy!,"FROM THE FRENCH","$2000","From the French for ""caper"", it's a curved furniture leg that often tapers to a paw","cabriole"
759,1987-12-10,Jeopardy!,"BEAUTY QUEENS","$400","She won Miss World-USA in '73 --but the headband, bracelets & red, white & blue costume came later","Lynda Carter"
759,1987-12-10,Jeopardy!,"U.S. GEOGRAPHY","$500","Though most of Yellowstone National Park lies in Wyoming, it spreads out into these other 2 states","Montana & Idaho"
759,1987-12-10,Jeopardy!,"SPIDERS","$500","Scientists separate these hairy cousins from the ""true spiders""","tarantulas"
759,1987-12-10,Jeopardy!,"OPPOSITES IN SONG","$500","While The Fleetwoods pleaded, ""Come Softly To Me"", in his biggest hit, S. Lawrence made this plea","""Go Away, Little Girl"""
759,1987-12-10,Jeopardy!,"MUSEUMS","$500","This Midwest city's Museum of Science & Industry has a coal mine & a submarine","Chicago"
759,1987-12-10,Jeopardy!,"BEAUTY QUEENS","$500","This Miss Sweden of 1951 was Fellini's femme fatale in 1959's ""La dolce vita""","Anita Ekberg"
759,1987-12-10,Double Jeopardy!,"SHAKESPEAREAN 1st LINES","$200","The first thing he says is his wife's name, ""Calpurnia!""","Julius Caesar"
759,1987-12-10,Double Jeopardy!,"MEDICINE","$200","Some 20 million Americans are sufferers of this, called the most common allergy in the U.S.","hayfever"
759,1987-12-10,Double Jeopardy!,"PENNSYLVANIA PEOPLE","$200","In 1956, this Pennsylvanian became a princess","Grace Kelly"
759,1987-12-10,Double Jeopardy!,"CLASSIC CINEMA","$200","Though it takes place at Christmastime, this 1947 Edmund Gwenn film was released in June","Miracle on 34th Street"
759,1987-12-10,Double Jeopardy!,"CASTLES & CHATEAUX","$200","Of Coca, Cola or Pepsi, the 1 that's a castle in Spain","Coca"
759,1987-12-10,Double Jeopardy!,"RULING WORDS","$200","A heptarchy is a government ruled by this many people","7"
759,1987-12-10,Double Jeopardy!,"MEDICINE","$1,500","Neither of these 2 developers of polio vaccines ever won the Nobel Prize","Salk & Sabin"
759,1987-12-10,Double Jeopardy!,"PENNSYLVANIA PEOPLE","$1,000","Philadelphian who had his last Top 10 hit with <a href=""http://www.j-archive.com/media/1987-12-10_DJ_06.mp3"">the following</a>:  <i>""Every limbo boy and girl / All around the limbo world / Gonna do the limbo rock / All around the limbo block / Jack be nimble, Jack be quick...""</i>","Chubby Checker"
759,1987-12-10,Double Jeopardy!,"CLASSIC CINEMA","$400","In 1915 film, ""Birth of a Nation"", Joseph Henabery played this president","Abraham Lincoln"
759,1987-12-10,Double Jeopardy!,"CASTLES & CHATEAUX","$400","With 74 stairways, Chambord is the largest Chateau in this river valley famed for chateaux","the Loire"
759,1987-12-10,Double Jeopardy!,"RULING WORDS","$400","A gerontocracy is a government by these","old people"
759,1987-12-10,Double Jeopardy!,"MEDICINE","$600","Used by primitives for blood letting, surgeons now use this worm to reattach severed body parts","a leech"
759,1987-12-10,Double Jeopardy!,"PENNSYLVANIA PEOPLE","$600","His biographer Carl Van Doren said, ""After a century and a half he remains Philadelphia's 1st citizen""","Benjamin Franklin"
759,1987-12-10,Double Jeopardy!,"CLASSIC CINEMA","$600","In '40s films, the ""Portrait of Jennie"" was of Jennifer Jones & ""The Picture of Dorian Gray"" was of him","Hurd Hatfield"
759,1987-12-10,Double Jeopardy!,"CASTLES & CHATEAUX","$600","In 1847, schoolboys fought American troops defending this capital city's Chapultepec Castle","Mexico City"
759,1987-12-10,Double Jeopardy!,"RULING WORDS","$600","In the U.S. in the 1890s, a popocracy might have been possible, since this party was at its height","the Populist Party"
759,1987-12-10,Double Jeopardy!,"MEDICINE","$800","A DPT shot protects against diptheria, tetanus & pertussis, which is better known as this","whooping cough"
759,1987-12-10,Double Jeopardy!,"PENNSYLVANIA PEOPLE","$800","Philadelphia's planetarium is named for benefactor Joseph Fels who really cleaned up making this","soap"
759,1987-12-10,Double Jeopardy!,"CLASSIC CINEMA","$800","Willie Nelson's ""Honeysuckle Rose"" was based in part on this 1939 film, Ingrid Bergman's 1st Amer. vehicle","Intermezzo"
759,1987-12-10,Double Jeopardy!,"RULING WORDS","$800","While a dulocracy is government run by slaves, a slavocracy is a government ruled by these","masters (or slaveowners)"
759,1987-12-10,Double Jeopardy!,"PENNSYLVANIA PEOPLE","$1000","Her book ""The Amazing Adventures of Letitia Carberry"" was followed up by ""Tish"" & then ""More Tish""","Mary Roberts Rinehart"
759,1987-12-10,Double Jeopardy!,"CLASSIC CINEMA","$1000","Object in title of a late 1940's DeSica film, it's stolen from a poor Italian","a bicycle"
759,1987-12-10,Double Jeopardy!,"RULING WORDS","$1000","A gynocracy is government by women; this, from Greek for ""man"", is government by men","an androcracy"
759,1987-12-10,Final Jeopardy!,"RELIGION","None","On Jan. 1, 1977, in Indianapolis, Mrs. J. Means became 1st woman legally ordained a priest by this church","the Episcopal Church"
4803,2005-06-22,Jeopardy!,"AUSTRALIAN WILDLIFE","$200","The male platypus has a spur on its heel connected to a gland that delivers a type of this","poison"
4803,2005-06-22,Jeopardy!,"EMMY-WINNING ROLES","$200","For 2000-2001: James Gandolfini","Tony Soprano"
4803,2005-06-22,Jeopardy!,"GEE, YOU SMELL TERRIFIC","$200","""Forget your troubles, come on get"" this fragance from Clinique with a hint of citrus & a wealth of flowers","Happy"
4803,2005-06-22,Jeopardy!,"2004 NEW YORK TIMES BESTSELLERS","$200","This ""Simple Life""r's ""Confessions of an Heiress"" made the list","Paris Hilton"
4803,2005-06-22,Jeopardy!,"POPULATIONS","$200","In both area & population, this continent is the largest","Asia"
4803,2005-06-22,Jeopardy!,"TO ""EACH"" HIS OWN","$200","It can precede  ""of contract"", ""of faith"", ""of promise"" or ""of trust""","breach"
4803,2005-06-22,Jeopardy!,"AUSTRALIAN WILDLIFE","$400","Brought to Australia c. 3000 B.C., this canine is the continent's largest hunting mammal, besides man","the dingo"
4803,2005-06-22,Jeopardy!,"EMMY-WINNING ROLES","$400","For 1976-77: Lindsay Wagner","the Bionic Woman (Jaime Sommers)"
4803,2005-06-22,Jeopardy!,"GEE, YOU SMELL TERRIFIC","$400","Hats off, cowboys, to Coty, which makes both ""Lady"" and manly versions of this cologne","Stetson"
4803,2005-06-22,Jeopardy!,"2004 NEW YORK TIMES BESTSELLERS","$400","Lots of people forked over $35 to read this autobiography of Bill Clinton","My Life"
4803,2005-06-22,Jeopardy!,"POPULATIONS","$400","The Earth's population hit this landmark figure around 1800","one billion"
4803,2005-06-22,Jeopardy!,"TO ""EACH"" HIS OWN","$400","Try to convince someone who's already on yours side & you're doing this ""to the choir""","preach"
4803,2005-06-22,Jeopardy!,"AUSTRALIAN WILDLIFE","$600","This furry cutie spends most of its daylight hours sleeping in the fork of a eucalyptus tree","a koala bear"
4803,2005-06-22,Jeopardy!,"EMMY-WINNING ROLES","$600","For 1960-61: Raymond Burr","Perry Mason"
4803,2005-06-22,Jeopardy!,"GEE, YOU SMELL TERRIFIC","$600","This classic men's cologne shares its name with a musketeer","Aramis"
4803,2005-06-22,Jeopardy!,"2004 NEW YORK TIMES BESTSELLERS","$600","In book 10, ""The Slippery Slope"", this author's Baudelaire siblings are at it again","Lemony Snicket"
4803,2005-06-22,Jeopardy!,"POPULATIONS","$800","This New England state has the smallest population of any state east of the Mississippi River","Vermont"
4803,2005-06-22,Jeopardy!,"TO ""EACH"" HIS OWN","$600","To challenge the credibility of a witness, or to accuse a public official of misconduct in office","impeach"
4803,2005-06-22,Jeopardy!,"AUSTRALIAN WILDLIFE","$800","North Australia is a habitat of the saltwater species of this reptile that has reached 30 feet in length","a crocodile"
4803,2005-06-22,Jeopardy!,"EMMY-WINNING ROLES","$800","For 1983-84: John Ritter","Jack Tripper"
4803,2005-06-22,Jeopardy!,"GEE, YOU SMELL TERRIFIC","$800","In 1973 Revlon launched this top-selling perfume reportedly named for one of the company's founders","Charlie"
4803,2005-06-22,Jeopardy!,"2004 NEW YORK TIMES BESTSELLERS","$800","""Today"" we'll tell you this in ""Skywriting"" this TV personality told of her struggle with bipolar disorder","Jane Pauley"
4803,2005-06-22,Jeopardy!,"POPULATIONS","$800","About 1/3 of this Himalayan monarchy's population is Nepalese; most of the rest is of Tibetan ancestry","Bhutan"
4803,2005-06-22,Jeopardy!,"TO ""EACH"" HIS OWN","$800","A person who lives by gathering saleable articles of jetsam, refuse & the like from the seashore","beachcomber"
4803,2005-06-22,Jeopardy!,"AUSTRALIAN WILDLIFE","$1000","The long-beaked species of this monotreme lives in New Guinea; the short-beaked lives in Australia","an echidna"
4803,2005-06-22,Jeopardy!,"EMMY-WINNING ROLES","$1000","For 1967-68: Werner Klemperer","Colonel Klink"
4803,2005-06-22,Jeopardy!,"GEE, YOU SMELL TERRIFIC","$1000","This earthy scent from Demeter is decribed as ""a nice potting soil mixed with the citrus smell of fresh grass""","Dirt"
4803,2005-06-22,Jeopardy!,"2004 NEW YORK TIMES BESTSELLERS","$1000","This former presidential candidate & TV commentator made the list with ""Where the Right Went Wrong""","Patrick Buchanan"
4803,2005-06-22,Jeopardy!,"POPULATIONS","$1000","The population of Saudi Arabia is about 90 percent this branch of Islam","Sunni"
4803,2005-06-22,Jeopardy!,"TO ""EACH"" HIS OWN","$1000","This 11-letter adjective can mean untrustworthy or hazardous","treacherous"
4803,2005-06-22,Double Jeopardy!,"MARCH MADNESS","$400","March 29, 1792: King Gustav III of this nation is assassinated at a masquerade ball","Sweden"
4803,2005-06-22,Double Jeopardy!,"WHAT A BROADWAY CHARACTER!","$400","The verdict is in: a dozen unnamed & notably indignant jurors gave this drama its title","Twelve Angry Men"
4803,2005-06-22,Double Jeopardy!,"ALSO A BODY PART","$400","An inlet or cove, or to equip with weapons","arm"
4803,2005-06-22,Double Jeopardy!,"& NEVER THE TWAINS SHALL MEET","$400","Shania Twain was born on Aug. 28, 1965 in Windsor, Canada; Mark Twain, on Nov. 30, 1835 in this state","Missouri"
4803,2005-06-22,Double Jeopardy!,"CRIME","$400","Of first, second or third degree, murder by poison usually falls under this designation","first degree"
4803,2005-06-22,Double Jeopardy!,"THE THINGS YOU SAY!","$400","It's what you do when casually offering ""a hint"" or ""a name"", hoping someone picks it up","drop"
4803,2005-06-22,Double Jeopardy!,"MARCH MADNESS","$800","March 5, 1770: British troops gun down 5 American colonists in the event that would become known as this","the Boston Massacre"
4803,2005-06-22,Double Jeopardy!,"WHAT A BROADWAY CHARACTER!","$800","(<a href=""http://www.j-archive.com/media/2005-06-22_DJ_03.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the set of the Majestic Theatre, New York.</a>) The Phantom of the Opera calls Christine a little viper when she does this to him here in his underground lair","unmasks him"
4803,2005-06-22,Double Jeopardy!,"ALSO A BODY PART","$800","One of the stretches in a relay race","a leg"
4803,2005-06-22,Double Jeopardy!,"& NEVER THE TWAINS SHALL MEET","$800","Shania's given name is Eilleen Regina Edwards; Mark's was this (including his middle name)","Samuel Langhorne Clemens"
4803,2005-06-22,Double Jeopardy!,"CRIME","$800","Since 1993, rape by this person has been a crime in all 50 states; it isn't one in most other countries","a husband (or spouse)"
4803,2005-06-22,Double Jeopardy!,"THE THINGS YOU SAY!","$800","Powerful people may be surrounded by these ""men"" named for the syllable they often utter","yes men"
4803,2005-06-22,Double Jeopardy!,"MARCH MADNESS","$1200","March 16, 1935: Hitler orders Germany to rearm itself in violation of this treaty","the Treaty of Versailles"
4803,2005-06-22,Double Jeopardy!,"WHAT A BROADWAY CHARACTER!","$1200","Yikes!  A flame device that uses liquid butane is part of this ""Beauty and the Beast"" character's costume","Lumiere"
4803,2005-06-22,Double Jeopardy!,"ALSO A BODY PART","$1200","A card game participant, as in ""Sir Nigel, we need a fourth"" one ""at whist""","hand"
4803,2005-06-22,Double Jeopardy!,"& NEVER THE TWAINS SHALL MEET","$1200","Mark first visited this city in 1872; in 1999 Shania played the Prince's Trust concert in Hyde Park there","London"
4803,2005-06-22,Double Jeopardy!,"CRIME","$3,000","Two-word name for the crime seen <a href=""http://www.j-archive.com/media/2005-06-22_DJ_10.jpg"" target=""_blank"">here</a> in a Goya painting, or an informal term for overcharging","highway robbery"
4803,2005-06-22,Double Jeopardy!,"THE THINGS YOU SAY!","$1200","It's a 5-letter archaic word for ""the truth""; a ""sayer"" of it speaks truth about the future","sooth"
4803,2005-06-22,Double Jeopardy!,"MARCH MADNESS","$1600","March 28, 1854: The U.K. & France declare war on Russia, beginning this war","the Crimean War"
4803,2005-06-22,Double Jeopardy!,"WHAT A BROADWAY CHARACTER!","$1600","This musical features vaudeville cutie Baby June, who, in real life, grew up to be actress June Havoc","Gypsy"
4803,2005-06-22,Double Jeopardy!,"ALSO A BODY PART","$1600","10 penny, 16 penny or 20 penny, for example","a nail"
4803,2005-06-22,Double Jeopardy!,"& NEVER THE TWAINS SHALL MEET","$1600","In 1870 Mark married the lovely Olivia Langdon; in 1993 Shania wed this adorable ""mutt""","Robert Mutt Lange"
4803,2005-06-22,Double Jeopardy!,"CRIME","$1600","In 2004 the U.S. government announced the first capital prosecution in a case involving smuggling these","immigrants (into the U.S.)"
4803,2005-06-22,Double Jeopardy!,"THE THINGS YOU SAY!","$3,000","""Make a clean breast"" & ""go to pot"" are in the ""American Heritage Dictionary of"" these, which give ESL students fits","idioms"
4803,2005-06-22,Double Jeopardy!,"MARCH MADNESS","$2000","March 1967: She, Joseph Stalin's last surviving child, asks for asylum at the U.S. embassy in New Delhi","Svetlana Stalin"
4803,2005-06-22,Double Jeopardy!,"WHAT A BROADWAY CHARACTER!","$2000","(<a href=""http://www.j-archive.com/media/2005-06-22_DJ_06.jpg"" target=""_blank"">Sarah of the Clue Crew reports from the set of the Gerswhin Theatre, New York.</a>)  The name ""Elphaba"", the leading character in ""Wicked"", is derived from the initials of this famous author","L. Frank Baum"
4803,2005-06-22,Double Jeopardy!,"ALSO A BODY PART","$2000","To tease, or a primary vein of a leaf","a rib"
4803,2005-06-22,Double Jeopardy!,"& NEVER THE TWAINS SHALL MEET","$2000","Shania's self-titled debut went gold in 1996; in 1873 Mark's first novel had this ""golden""-sounding title","The Gilded Age"
4803,2005-06-22,Double Jeopardy!,"CRIME","$2000","It's a form of extortion or blackmail under the guise of keeping you or your business safe","protection"
4803,2005-06-22,Double Jeopardy!,"THE THINGS YOU SAY!","$2000","Solipsism says that the self is the only reality; this -ism is a general term for a verbal impropriety","solecism"
4803,2005-06-22,Final Jeopardy!,"HISTORIC NAMES","None","The first name of this man born February 15, 1564 was derived from his parents' surname, a common Tuscan habit at that time","Galileo Galilei"
3247,1998-10-20,Jeopardy!,"20th CENTURY NOVELS","$100","In its last chapter, the hero tells his father, ""Love means never having to say you're sorry""","""Love Story"""
3247,1998-10-20,Jeopardy!,"TARGET SPORTS","$100","Close proverbially counts in this sport, but a ringer counts the most","Horseshoes"
3247,1998-10-20,Jeopardy!,"THE 19-AUGHTs","$100","In '06 these events devastated San Francisco in April & Valparaiso, Chile in August","Earthquakes"
3247,1998-10-20,Jeopardy!,"YOU DO THE MATH","$100","Number of nursery rhyme blackbirds baked in a pie divided by number of nursery rhyme blind mice","8  (24/3)"
3247,1998-10-20,Jeopardy!,"STATE DEPT. TRAVEL WARNINGS","$100","The U.S. uses the Swiss embassy in Iran to conduct business & the Polish embassy in this neighboring country","Iraq"
3247,1998-10-20,Jeopardy!,"""OO""PS","$100","This form of billiards uses 15 red balls & 6 colored balls","Snooker"
